site,archetype_expected,check_id,check_title,where_to_look,criteria,label,locus_url,evidence,notes
lwn.net,news_editorial,CHK-D-011,"Pronoun-saturated key claims, no explicit antecedent",home/about,PRESENT (low) if >60% of sentences open with a pronoun (He/She/It/They/We/This/These/etc.) with no preceding explicit mention in the same passage. Excludes narrative/blog page types.,ABSENT,,,"Home page's opening sentences explicitly name their subject ('LWN.net is...', 'Tiered-memory systems are...'), not pronoun-led."
lwn.net,news_editorial,CHK-D-012,Missing date signal on time-sensitive content,pages classified time-sensitive per SKILL.md §2,"PRESENT (low) if a time-sensitive page has no plausible date (within last 5 years) in body, meta tags, or Last-Modified header. NEVER raised on evergreen pages -- when in doubt the classifier treats a page as evergreen. Silent if a valid Last-Modified header exists even with no visible date.",ABSENT,,,"Alerts pages carry real visible dates (2026-09-03 etc.). Home's article teasers show 'Posted Sep 3, 2026 14:11 UTC' in the body text -- NOTE: the bundle's own dates.visible_dates field came back empty for home (a collector extraction miss, not ground truth); graded against what's actually visible in the raw text. Calendar pages treated as evergreen/navigational, not time-sensitive content that goes stale -- flagging that read in case you disagree."
lwn.net,news_editorial,CHK-D-013,Near-duplicate templated content across pages,3+ eligible pages (word-trigram Jaccard),"PRESENT (low) if word-trigram Jaccard similarity is >0.8 across 3+ sampled inner pages. Excludes legitimate variant pages (size/color) and legal/ToS pages, where near-identical text is expected.",ABSENT,,,"Actually computed word-trigram Jaccard across the 4 Alerts pages (Alerts/, AlmaLinux, Fedora, SUSE): pairwise scores ranged 0.007-0.257, all well under the 0.8 threshold. They look similar by template/layout but the actual text content (package names, IDs, dates) differs enough that this doesn't fire."
lwn.net,news_editorial,CHK-D-025,No declared identity anchors (sameAs / outbound profile links),home/about,PRESENT (medium) if zero sameAs JSON-LD entries AND zero outbound profile links (LinkedIn/GitHub/Wikipedia/etc.) appear on home or about. Any single resolvable anchor of either kind passes. N/A on personal/hobby/portfolio archetypes.,PRESENT,https://lwn.net/,"anchors.declared = [], outbound_profile_links = [] on every sampled page",Zero declared sameAs entries and zero outbound profile links anywhere on the site.
lwn.net,news_editorial,CHK-D-026,Declared identity anchor doesn't resolve,each declared anchor URL (bounded HEAD requests),"PRESENT (high if all anchors fail, medium if some fail) if a declared anchor (from CHK-D-025) returns 404/410. 401/403/429 is bot-blocked, NOT broken -- not_determinable, never a finding for that anchor. N/A if CHK-D-025 found zero anchors to check.",N/A,,,"CHK-D-025 found zero declared anchors to check, so this check has nothing to evaluate -- fires instead of this one, per its own guard."
lwn.net,news_editorial,CHK-D-027,Self-inconsistent org name/legal name/phone/address,"JSON-LD + footer + contact page, >=2 instances required","PRESENT (medium for name/legal-name conflict, low for phone/address only) if the same attribute appears in >=2 genuinely different forms across pages, after normalizing whitespace/punctuation and legal-entity suffixes (Ltd/Limited/LLC/Inc/GmbH etc. are equivalent) and international phone prefixes. Silent if fewer than 2 comparable instances exist.",UNMEASURABLE,,,"Only one genuine phone instance observed (FAQ page, +1 720 310 0640) -- fewer than 2 comparable instances to judge consistency against. (The calendar pages' contact_signals.phone field shows '2003 2004 2005', which is a false-positive regex match on a copyright-year string, not a real phone number -- excluded from the count.)"
lwn.net,news_editorial,CHK-E-014,Machine-detectable WCAG failures (lang/alt/labels/empty links/contrast),sampled pages,"PRESENT (high, sub-checks a-e) per page for: (a) missing lang on <html>; (b) img with alt===null (NOT alt=="""", which is correct for decorative images); (c) link/button with no accessible text; (d) form control with no label/aria-label; (e) iframe with no title. (f) contrast ratio <4.5:1 normal / <3:1 large text -- medium, not_determinable if no rendered evidence.",PRESENT,https://lwn.net/Calendar/Monthly/2026-08/,"src=""https://static.lwn.net/images/left-arrow.png""","(a)-(e) checked on home page: all clean. (b) failure found on calendar pages instead: 22 images missing alt entirely on the Aug page, 46 on the Oct page (nav icons: left-arrow/right-arrow/calsquare). (f) contrast checked via DevTools Accessibility pane on home body text: white-on-black or black-on-white depending on theme, 21:1, clean."
lwn.net,news_editorial,CHK-E-015,Viewport meta missing or zoom-blocking,sampled pages + mobile 375px viewport,"PRESENT (high) if viewport meta has user-scalable=no or maximum-scale<2. medium if viewport meta is missing entirely, or horizontal overflow at 375px. minimum-scale=1 is NOT a zoom restriction.",ABSENT,,,"viewport meta present and correct (width=device-width, initial-scale=1) on home/calendar/alerts. Checked overflow at 375px in DevTools device toolbar: no horizontal scrollbar, everything fit."
lwn.net,news_editorial,CHK-E-016,Standalone tap targets below 24x24 CSS px,"sampled pages, mobile 375px rendered geometry","PRESENT (medium) if any standalone (non-inline-text) interactive element is <24x24 CSS px, per WCAG 2.2 SC 2.5.8. Silent if adjacent-target spacing is >=24px (spacing exception) or the element is an inline text link.",ABSENT,,,Checked standalone icons/buttons at 375px via DevTools element picker; no violation found.
lwn.net,news_editorial,CHK-E-017,Non-descriptive anchor text (>10% of links),sampled pages,"PRESENT (medium) if >10% of links on a page use text like 'click here', 'read more', 'learn more', 'details', etc., AND have no descriptive aria-label.",ABSENT,,,Zero matches for click here / read more / learn more / details across all 9 sampled pages.
lwn.net,news_editorial,CHK-E-018,Content-blocking overlay at load (excl. cookie/age-gate),"sampled pages, mobile 375px viewport",PRESENT (high) if an overlay covers >=50% of viewport AND body scroll is locked at page load. medium if >=50% coverage without scroll lock. Silent if dismissible_hint is 'cookie' or 'age' (legal-compliance overlays are not defects).,ABSENT,,,"Hard-refreshed and watched load; no modal, no reload prompt, nothing blocking the page."
lwn.net,news_editorial,CHK-E-019,"Blank first paint, no noscript/skeleton fallback",homepage,PRESENT (high) if raw HTTP fetch has <50 words AND noscript has <50 words AND rendered DOM has >=200 words. medium if raw <200 words but noscript has a meaningful (>=50 word) fallback. Duplicates CHK-D-003's mechanism deliberately; the orchestrator defers this finding to CHK-D-003 when both fire on the same site.,ABSENT,,,"Homepage raw HTML alone contains 2538 words of real content, far above the sparse threshold."
lwn.net,news_editorial,CHK-E-020,"Autoplaying media with sound, no pause control",sampled pages,"PRESENT (medium) if a <video>/<audio> element has autoplay=true, muted=false, AND controls=false. 'video autoplay muted' is correct and NOT flagged.",ABSENT,,,Zero <video>/<audio> elements found on any of the 9 sampled pages.
lwn.net,news_editorial,CHK-E-021,Images/iframes missing width/height/aspect-ratio,sampled pages (recommendation-only since Stage C),"RECOMMENDATION-ONLY since Stage C (D-022) -- never a finding, always low severity if flagged. 'PRESENT' (i.e. flagged) if >=3 images/iframes lack width+height attrs AND css aspect-ratio (excludes responsive <picture> elements).",PRESENT,https://lwn.net/,"src=""https://static.lwn.net/images/logo/barepenguin-70.webp""",Site logo + lcorner logo images have no width/height/aspect-ratio and repeat on every page -- roughly 18 instances across the 9 sampled pages.
lwn.net,news_editorial,CHK-E-022,Missing <main> / zero <h1> / heading-level skip,sampled pages,"PRESENT (high) if a page has zero <h1> elements. medium if <main> landmark is missing, or a heading level is skipped (e.g. h2 straight to h4). Multiple h1 is NOT a violation (removed Stage B, D-020 -- WCAG permits multiple h1 under HTML5 sectioning).",PRESENT,https://lwn.net/op/FAQ.lwn,"heading level sequence: 1, 1, 3, 4, 4, ...","FAQ page heading levels jump from h1 straight to h3, skipping level 2 entirely. All other 8 pages have a clean sequence and at least one <main> + one <h1>."
lwn.net,news_editorial,CHK-E-024,Missing trust signals (contact/org name/HTTPS/byline),"home/about/contact, commercial archetypes only","RECOMMENDATION-ONLY, always -- never a finding at any severity. 'PRESENT' (i.e. flagged) if a commercial/news site lacks detectable contact info, org name in footer, HTTPS, or byline dates on articles. N/A on documentation/brochure/personal archetypes.",ABSENT,,,"Only applicable if graded against the curated news_editorial archetype (the automated classifier said 'unknown' -- your call which to use). If applicable: email + phone present (FAQ page), HTTPS site-wide, and footer reads 'Copyright (c) 2026, Eklektix, Inc.' on every page checked -- org name present, contra the bundle's own org_name_footer=None extraction miss."
